segment_id,lat,lon,hour_of_day,lighting_score,crime_reports_30d,foot_traffic,sidewalk_present,past_accidents_1y,avg_speed_limit,cctv_present,safety_score,risk_level
SEG100921,23.04651883267912,72.5404615825328,22,6.528763398176976,0,8.466505764833101,0,1,50,0,50.5,Medium
SEG100922,23.033921589849253,72.54792453490718,11,7.172054497375816,1,8.953293361763912,1,2,50,1,77.5,Low
SEG100923,23.029830042126623,72.58718546964396,15,3.6878940939628113,0,6.049739986704869,0,0,30,0,75.5,Low
SEG100924,23.0090921227852,72.56083483863924,13,2.9564442061159224,4,8.909909269440446,0,1,80,0,42.5,High
SEG100925,23.01392905109201,72.5521879659424,15,1.821425665679085,0,7.143691638578681,0,1,60,1,62.2,Medium
SEG100926,23.008817161374026,72.54404728358034,8,5.578155490526845,2,4.40553943145685,1,0,50,1,68.2,Medium
SEG100927,23.046856323678714,72.56152241626583,20,9.193034322521216,2,1.4986439595249323,1,0,30,1,74.8,Low
SEG100928,23.03213253230337,72.57658324908019,5,8.959781507240482,1,9.584966655537958,1,0,40,0,90.2,Low
SEG100929,23.04043211851358,72.54863498165471,15,3.5996592715769236,2,6.9227870053065015,1,0,30,1,78.2,Low
SEG100930,23.01628180746005,72.57925157385282,13,2.578551399382026,0,3.5418390896125507,1,0,60,0,63.8,Medium
SEG100931,23.020418895039857,72.57093620535711,12,7.88793822670777,2,1.2860026583166484,0,2,30,0,50.6,Medium
SEG100932,23.022267023043458,72.58119156656508,0,7.2498001824418825,2,7.9896976400558986,1,0,30,0,65.4,Medium
SEG100933,23.04180082344592,72.54630912587687,9,5.053398311374923,2,8.020149776933,0,0,30,1,78.2,Low
SEG100934,23.042479414322102,72.57101682940765,1,3.890302595388575,2,5.430091821782243,1,1,40,1,48.6,Medium
SEG100935,23.01137474401327,72.53999279316677,12,1.2379790374517496,5,9.999570912800905,1,2,40,0,40.6,High
SEG100936,23.051784637120594,72.5536468038407,16,7.851385890922366,4,3.864203046243545,1,3,60,1,49.6,Medium
SEG100937,23.006636043559404,72.57708340616477,12,6.174644435816974,1,9.420649496551833,1,0,60,1,84.8,Low
SEG100938,23.0492867145333,72.57105844506269,18,3.7688167973801665,2,6.302620684545267,0,1,20,0,64.4,Medium
SEG100939,23.00552176051074,72.54221094714694,8,9.187879760667995,0,7.36422387335558,1,1,20,1,88.7,Low
SEG100940,23.01454968961332,72.58579227368601,7,6.596727064118621,2,9.170770510772469,0,0,30,0,75.3,Low
SEG100941,23.046556319483738,72.53346781385244,10,9.292388668437463,0,8.311513765468426,1,2,50,0,91.9,Low
SEG100942,23.009872063979035,72.56868901975358,5,4.744124603396439,4,2.8866790207571515,0,0,60,0,33.1,High
SEG100943,23.022746236222048,72.59394833251505,19,4.546178240639299,4,8.672347287199514,1,1,30,1,63.2,Medium
SEG100944,23.024742261496925,72.56454780756978,19,9.372392903140796,2,5.397087443844883,0,0,30,0,79.0,Low
SEG100945,23.013489243516275,72.58204366829736,9,9.597914282435333,0,0.4482885136021786,0,1,60,0,62.0,Medium
SEG100946,23.03906348607348,72.56868676325729,19,9.607673188788862,2,6.738179446059633,1,0,40,0,90.0,Low
SEG100947,23.04682340571712,72.58090074047,0,8.18897393907443,3,4.996976474209748,1,1,40,0,56.7,Medium
SEG100948,23.048101632692056,72.57261361879809,3,4.624061448243387,6,5.366237902784024,0,2,30,1,20.3,High
SEG100949,23.01866271801551,72.57492358094494,6,2.1029929426905882,2,4.115253388716643,0,0,20,0,53.6,Medium
SEG100950,23.02919677168583,72.54480772482061,9,3.8344088127782827,3,0.640852235314312,0,2,20,1,41.5,High
SEG100951,23.01366235221261,72.57821835938223,5,9.382974915177886,0,1.802133514710682,1,1,50,0,63.0,Medium
SEG100952,23.013463807585257,72.54546414263318,12,3.635542950802999,3,7.56454601282506,1,0,50,0,61.6,Medium
SEG100953,23.008868973456856,72.59374161788426,19,7.567174268235375,0,2.3422876633204472,0,1,30,0,69.2,Medium
SEG100954,23.051701045594413,72.54480616741247,10,9.230043510911079,3,6.277266930870937,0,1,40,1,71.6,Low
SEG100955,23.048839385573306,72.54538446023385,10,9.703921628814296,4,5.418602633856673,1,2,30,0,58.4,Medium
SEG100956,23.042754729233025,72.58581375283146,1,9.476741468753561,2,2.2139849297332894,0,0,20,1,61.0,Medium
SEG100957,23.028471383670826,72.54579408102758,6,5.550575977222759,3,2.805713034335766,1,2,20,1,54.1,Medium
SEG100958,23.026983435353152,72.55345868157693,19,4.918800746508704,3,3.8356761749368973,1,3,20,1,50.7,Medium
SEG100959,23.029136011640038,72.57645161047664,19,9.876405087679863,1,8.8018639382344,1,1,80,1,82.7,Low
SEG100960,23.02951124074674,72.54031865771266,2,2.181792045803068,1,9.413061836193688,1,0,30,1,71.3,Low
SEG100961,23.023900969658374,72.5403396640638,0,1.8753026168476261,1,3.8675548137377893,0,0,30,1,41.8,High
SEG100962,23.007246515809065,72.56161329751232,19,9.63182297745835,4,0.46150966118784553,0,2,50,0,32.2,High
SEG100963,23.00691151190777,72.54584028902512,4,6.891948218241696,1,6.008983681797949,1,1,30,0,71.7,Low
SEG100964,23.052373734371514,72.54531776711198,13,5.363040097981578,0,4.175758039536822,0,1,30,0,59.7,Medium
SEG100965,23.026511691777248,72.5306005298922,19,1.320497928413057,4,4.92315298129534,1,0,30,1,57.3,Medium
SEG100966,23.052426303869787,72.55407922342786,18,5.132402490163292,6,4.419504246988844,0,1,30,0,39.7,High
SEG100967,23.008996728274056,72.5506862860502,13,9.44221153521555,2,6.545735565496681,1,2,20,1,75.8,Low
SEG100968,23.030492910362195,72.53202512770373,9,6.028913233486717,2,3.0444011786696734,1,1,50,1,60.6,Medium
SEG100969,23.011424448934335,72.5703801565839,18,4.046286224395348,3,8.92631386747462,0,0,40,0,58.9,Medium
SEG100970,23.013925153336963,72.57073258683022,16,5.511030014651284,2,4.2124934615720475,0,0,30,0,62.6,Medium
SEG100971,23.001653001831865,72.53460203066528,20,8.861450870177844,2,3.4166142001504385,1,2,50,1,61.3,Medium
SEG100972,23.00654243209071,72.55060770158912,12,9.128486611353276,3,9.229449856698585,1,1,20,1,84.8,Low
SEG100973,23.050426662419607,72.5867323595797,22,4.000881656528953,2,3.5814290796697756,1,1,40,1,46.2,Medium
SEG100974,23.01768431453153,72.5678408594359,18,6.080610024343221,1,0.8307299899540077,1,0,30,1,76.1,Low
SEG100975,23.033447106655302,72.55677835706078,1,2.7920261268283078,1,1.55336063473134,0,0,20,1,44.2,High
SEG100976,23.02557577725941,72.56023162535017,7,4.510852961584765,2,7.142949960099792,0,1,40,1,56.9,Medium
SEG100977,23.02202481848849,72.54353819963833,19,2.198826367831429,2,5.623255129054233,1,1,30,0,51.7,Medium
SEG100978,23.029253735024035,72.58277229754601,2,5.314722618655752,1,5.346171405964269,0,0,20,0,59.0,Medium
SEG100979,23.010298141953843,72.58941030585432,17,5.782401349646619,2,0.8199110385329789,0,2,40,0,32.3,High
SEG100980,23.054373214418575,72.58919316274626,8,3.378367361307731,1,1.640762053479683,0,1,60,0,47.7,Medium
SEG100981,23.045006932778712,72.54455573546,4,2.7211830063864815,3,3.9621446014844297,1,1,40,0,34.0,High
SEG100982,23.040788804800233,72.55019811740547,12,1.5102560663145193,6,4.480056865993126,0,1,20,0,30.1,High
SEG100983,23.025781761335768,72.54044048036262,22,1.3954366620615977,3,3.7658216617755524,0,2,30,1,26.1,High
SEG100984,23.00840824171695,72.5499680736861,21,7.1146111571411765,2,5.027442494044414,0,1,40,1,49.6,Medium
SEG100985,23.050636622205047,72.55163234918797,9,2.216380035727034,1,7.335483696717353,1,1,30,1,62.4,Medium
SEG100986,23.018776288705993,72.5711518729092,0,1.179770211065605,2,6.3570433551897,1,3,30,1,31.5,High
SEG100987,23.00275586793333,72.54232701480063,21,9.988716897642888,3,6.112854417771726,0,1,40,0,46.9,Medium
SEG100988,23.018832202224583,72.58976080008391,21,2.59916501889057,4,5.577788172611614,0,0,60,0,29.8,High
SEG100989,23.04369513667727,72.53670146555555,14,8.960483154281322,3,2.009282655734931,0,2,50,0,46.0,Medium
SEG100990,23.03424898097435,72.53044707071723,15,6.091859537519174,2,6.046364911287886,0,1,30,0,53.4,Medium
SEG100991,23.04129612216097,72.58557143336098,12,7.15070166806815,3,1.5845608189844729,0,0,50,0,48.4,Medium
SEG100992,23.04364994611243,72.57574503750479,0,5.6091891149963535,1,7.129148600631224,0,1,30,0,57.8,Medium
SEG100993,23.01165750360943,72.55309839157314,3,1.808111950599689,4,4.522875162132967,1,0,50,1,42.8,High
SEG100994,23.050808082385124,72.56870748088416,3,8.470515714526027,3,5.814606152841834,0,0,40,0,48.3,Medium
SEG100995,23.02408942816062,72.54453036655455,21,8.279727664867842,3,8.627945905150776,0,1,50,0,63.6,Medium
SEG100996,23.03514575070953,72.54094532716195,1,3.4968546535026745,1,3.7309729195159056,0,2,30,0,30.4,High
SEG100997,23.000126982492272,72.56062469378402,13,7.638506964114638,2,0.9976246962267932,0,3,50,0,31.1,High
SEG100998,23.054635267412614,72.55295720893186,8,5.430402583444279,3,8.913970061319592,0,0,40,1,78.2,Low
SEG100999,23.015449301228028,72.56998995328479,0,9.090491405600647,3,3.6498378770761866,0,0,40,1,51.6,Medium
SEG101000,23.00341347085971,72.54417969699647,22,8.028243713039679,3,4.0652352228436985,0,3,40,1,45.6,Medium
SEG101001,23.02520441228451,72.57309030053644,0,0.4099576980203079,0,2.960234709793972,1,2,20,0,33.4,High
SEG101002,23.007096653145013,72.57984599881968,20,8.792759721912583,0,4.201694908706278,0,0,40,1,81.2,Low
SEG101003,23.008377969058667,72.54083134929685,18,9.685664179784899,2,5.209707619153709,0,0,20,1,76.0,Low
SEG101004,23.03477555471666,72.53285078842217,19,7.421562026251038,2,8.433112888998226,1,1,30,1,87.7,Low
SEG101005,23.021611006536364,72.55857317939459,3,1.1991353084706802,3,7.201602856236312,1,2,40,0,36.6,High
SEG101006,23.050701884758524,72.58031156558951,21,8.073758898371201,2,5.132809115940699,0,3,40,1,41.7,High
SEG101007,23.017553607203443,72.57230068931231,14,6.474890426235858,0,7.6384681080908265,0,2,20,1,75.9,Low
SEG101008,23.039939907061115,72.57562231182695,9,3.3882631752198025,3,8.477915194290558,0,1,30,1,62.1,Medium
SEG101009,23.02536046865852,72.55618455709957,16,8.840305511926667,0,0.5814858635524345,0,0,40,1,72.4,Low
SEG101010,23.03629732156211,72.54527146044146,8,5.655666884531728,1,5.922288399539734,1,1,80,1,71.8,Low
SEG101011,23.03298324461938,72.5645656248135,6,8.529279310194022,4,0.4326815354751079,0,2,40,0,39.0,High
SEG101012,23.026003118501745,72.5432837700937,6,6.701137485842428,4,3.081155012519088,0,0,50,1,51.3,Medium
SEG101013,23.052253360204343,72.57720486530403,13,2.885161037049282,2,7.624162691729435,1,0,40,0,56.5,Medium
SEG101014,23.018849250351522,72.54280281963737,14,9.750186958610366,3,7.9128533098333715,1,0,30,0,76.7,Low
SEG101015,23.00974795256871,72.54893211233643,5,5.710055479395585,1,8.838272110722752,0,0,20,1,74.0,Low
SEG101016,23.03729517334839,72.56292541059099,5,5.16755241826459,2,4.9823792346479,1,1,30,0,51.1,Medium
SEG101017,23.046530415871935,72.56163614571933,22,4.03509628253255,3,0.8413751754970045,1,2,60,1,30.5,High
SEG101018,23.002213955696696,72.56905520946646,12,1.3634420307768735,0,1.2678522794134206,0,1,30,0,42.6,High
SEG101019,23.024729797863248,72.5584338990325,20,6.862128800361616,1,2.443094740718087,0,0,30,0,57.3,Medium
SEG101020,23.049086822932804,72.58976576505316,7,4.30799198005814,1,3.7218271109124634,1,0,50,0,60.1,Medium
SEG101021,23.041229024040756,72.58459571612282,6,9.346125103556421,1,5.265608256057151,1,0,50,1,96.3,Low
SEG101022,23.05454942440737,72.58714237433038,6,9.650971686188983,4,6.4593736174454595,1,2,40,1,62.3,Medium
SEG101023,23.02922775963785,72.57091857714123,12,7.67640855349951,2,1.6250350644720646,0,3,30,0,44.9,High
SEG101024,23.036299764534064,72.57127551453095,18,2.424947637025352,1,1.8896854974193156,1,1,60,0,33.4,High
SEG101025,23.016636415462585,72.56959791444153,12,7.159796808039664,2,1.7298980915184636,0,1,30,1,57.2,Medium
SEG101026,23.05211445798163,72.55826747003739,7,0.20421750965055496,1,7.549370520245037,0,0,30,1,59.7,Medium
SEG101027,23.02014845187061,72.55093689006937,23,8.264005028083927,2,3.0208784780209585,1,3,60,1,44.6,High
SEG101028,23.040618089197764,72.56848018768417,13,4.9361856709052905,1,1.6671141566622805,1,0,60,1,61.4,Medium
SEG101029,23.02217271122655,72.531659569414,9,9.367396498851864,6,4.313757216692301,1,0,80,0,43.0,High
SEG101030,23.030900041153465,72.53048466804255,0,3.777600413259651,1,2.4751640144017015,1,4,40,1,28.0,High
SEG101031,23.039588039426185,72.58535671870929,13,2.6317360448384433,1,3.6929906656878106,1,1,60,1,54.0,Medium
SEG101032,23.027991378346325,72.53301756291054,14,9.950563387560393,1,8.24014022189522,0,0,30,1,87.5,Low
SEG101033,23.04988974798002,72.56411168477167,22,5.306778715120752,2,3.3389665127431623,1,1,60,0,36.5,High
SEG101034,23.023061554336028,72.56997420459173,5,8.631825424104381,3,1.7485939698566122,1,2,50,1,49.3,Medium
SEG101035,23.035588948897882,72.54288112992546,3,9.110571640210086,6,2.3245267455199836,0,2,30,1,28.3,High
SEG101036,23.0188299338315,72.58822250448723,23,5.184687127814234,3,0.34357283968599717,0,2,30,0,26.0,High
SEG101037,23.022448616752705,72.54235622516364,13,4.557139255191877,5,9.01129329632614,1,0,50,0,56.1,Medium
SEG101038,23.024202755952846,72.58749347417883,0,5.528859547723501,1,6.969676809816546,0,0,40,0,51.3,Medium
SEG101039,23.006919386007176,72.57959436750664,2,8.47739502881414,2,4.633609943900137,0,0,80,1,52.0,Medium
SEG101040,23.005044802348245,72.54564829197908,11,9.646602316007996,2,5.608648221490262,1,1,60,1,77.2,Low
SEG101041,23.03671194577307,72.53979837080794,14,3.2832210936971618,3,2.540909810456713,1,1,50,1,56.1,Medium
SEG101042,23.036053475608867,72.55055512616211,5,7.386303821198466,2,4.0368806122401635,1,0,30,1,61.2,Medium
SEG101043,23.036460034281554,72.55586678680757,8,2.853744772899595,5,3.19835617543496,1,1,50,1,38.2,High
SEG101044,23.00108715449385,72.54597600397243,17,6.1095304133150545,2,8.245433887925177,0,1,50,0,66.5,Medium
SEG101045,23.01796007634695,72.59492795066903,23,8.047895882182704,1,7.434253663436717,0,0,40,0,72.3,Low
SEG101046,23.010879541599255,72.54492740185557,11,8.864863246612932,0,2.8388049055722044,1,4,20,1,64.6,Medium
SEG101047,23.042798328239922,72.58399126375389,9,4.487161842792467,3,7.6224782791131,1,0,50,0,62.0,Medium
SEG101048,23.047334672076786,72.54034265356088,8,3.697556825658915,0,0.9393361589960247,0,3,30,0,46.2,Medium
SEG101049,23.01356742074744,72.59371590064293,3,2.5345161201088784,3,2.0256958333664423,1,1,30,1,38.6,High
SEG101050,23.03673170373664,72.5446590247884,1,1.3341717041818757,2,1.0637929094645693,0,1,20,0,31.0,High
SEG101051,23.007114954190204,72.55740975606093,20,3.649175686436741,1,2.382463269118281,0,1,30,0,56.0,Medium
SEG101052,23.015133388908094,72.56630666433992,0,8.719778047478473,1,2.2619387496464425,1,1,40,1,64.9,Medium
SEG101053,23.007625997292838,72.53781857148515,19,4.188095162106382,3,9.005545415569337,0,0,20,1,70.6,Low
SEG101054,23.01559364216296,72.58309330438614,5,3.17293165811222,1,3.273895382839249,1,1,40,0,39.4,High
SEG101055,23.03711051010421,72.54785455962426,16,7.391322445864148,2,3.5521797361914222,1,0,60,1,68.8,Medium
SEG101056,23.050067980060188,72.5657025436041,22,2.1558447162593875,3,0.997506252420588,1,3,40,0,13.8,High
SEG101057,23.011138732435832,72.56572619769506,17,2.562868024876824,2,0.6598244628182415,0,1,40,1,47.6,Medium
SEG101058,23.02981434692229,72.56917164240117,17,9.359086483383024,0,2.193875532811508,0,1,30,1,77.3,Low
SEG101059,23.03857651056839,72.53360658912408,6,0.8158969261721671,1,1.3454613852323472,0,2,40,0,32.8,High
SEG101060,23.052410735766706,72.54096021951905,14,4.146311802434233,3,3.446099766476196,1,2,40,0,38.6,High
SEG101061,23.033553326558796,72.54047749579001,15,5.767511923948043,1,1.860443629605939,1,2,60,0,55.9,Medium
SEG101062,23.014030881206505,72.54963333186203,10,2.302607156146056,3,1.7817132596784235,0,2,60,0,20.5,High
SEG101063,23.034401298630268,72.5394194201958,0,2.810124842347197,2,6.475366827977042,1,0,40,0,48.3,Medium
SEG101064,23.01762701389229,72.58992488585032,21,2.2184536474866445,2,9.42105932371825,1,2,30,0,51.9,Medium
SEG101065,23.053687061488045,72.56334203928323,4,3.451855720606416,3,0.12481678219650738,1,2,50,1,29.6,High
SEG101066,23.021982187434,72.57053238460067,23,8.985057550784482,4,7.05556079909102,1,0,80,1,53.2,Medium
SEG101067,23.037698524641854,72.55323673140087,22,4.315873465716651,2,6.591976722018307,1,1,80,0,35.6,High
SEG101068,23.00127751702907,72.5479559991672,0,4.178290165234317,1,5.850544543209474,1,1,80,1,47.4,Medium
SEG101069,23.022003379537413,72.56270651606509,17,3.865808801743893,1,6.922981298108345,0,0,30,1,68.4,Medium
SEG101070,23.04813091873274,72.54913099336426,15,9.641157269375743,2,5.086994941913138,0,1,60,1,61.3,Medium
SEG101071,23.03356250944383,72.55233698517243,5,1.1729943621981564,4,9.26917733421496,0,2,20,1,30.1,High
SEG101072,23.024416858751778,72.55942880682761,19,8.718754209393664,3,1.5822489280015994,1,0,20,1,59.4,Medium
SEG101073,23.051476562468963,72.56287268966699,2,3.271610677279755,0,4.735514600508685,0,0,50,1,57.8,Medium
SEG101074,23.0469691406881,72.59398041076582,5,9.565115917053534,1,6.530383829195918,0,1,20,0,71.3,Low
SEG101075,23.017721862060263,72.54451596823053,22,3.1522724624365885,1,9.086987495230623,0,0,30,1,69.0,Medium
SEG101076,23.029950162112275,72.56171845071738,17,0.8287436325632047,3,4.8743555686451545,0,0,20,0,47.5,Medium
SEG101077,23.026940334085086,72.5397182630668,2,5.200418843525158,2,9.769962533877246,1,1,20,1,65.4,Medium
SEG101078,23.03477113750632,72.55274995012601,3,2.2786557930991034,2,6.564828666503022,1,1,30,1,54.9,Medium
SEG101079,23.01837611968273,72.57662519671591,6,7.5298981547337585,2,6.992125382825293,0,1,40,0,62.0,Medium
SEG101080,23.013431275042123,72.54134003934443,1,6.573056183279544,1,8.182072220702992,1,0,30,1,69.6,Medium
SEG101081,23.050196950939053,72.56778783499075,4,6.864691579223767,3,7.339183040661153,0,1,40,1,52.0,Medium
SEG101082,23.050813097472417,72.55708556653192,13,1.9348948861063664,3,5.226269218028433,0,2,40,0,36.9,High
SEG101083,23.04638275871691,72.5333526703863,0,7.0863026488514045,4,7.726170718795716,1,2,20,1,50.2,Medium
SEG101084,23.05380124369205,72.5906498906961,6,3.113310269803373,2,0.3573295240225416,0,1,60,1,33.4,High
SEG101085,23.040974533917883,72.55688420411904,7,9.986740280600712,2,9.327672904145492,1,0,20,1,96.4,Low
SEG101086,23.04205669757091,72.58095522482382,23,7.317676630740063,1,8.23149864515237,1,1,60,1,69.1,Medium
SEG101087,23.041942455057946,72.55706037676757,23,5.904115074085128,3,6.37661175152402,1,1,80,0,40.0,High
SEG101088,23.026433419701828,72.59092842090261,20,8.67117779215548,2,0.6875447203143858,1,0,60,1,80.7,Low
SEG101089,23.025104870698286,72.54888057173788,8,5.893116997194271,2,2.949238483057658,1,2,40,1,56.5,Medium
SEG101090,23.013212445188195,72.5567949922297,12,5.527498667755334,1,2.536281877061305,0,2,50,0,50.4,Medium
SEG101091,23.035465055689762,72.57932617561686,12,2.3731560280537956,1,2.570249823252527,1,2,30,0,40.0,High
SEG101092,23.015912607485628,72.55233837549325,20,6.78111995325425,1,6.721023379507535,1,2,60,1,71.6,Low
SEG101093,23.01417946253363,72.55368320963679,17,3.7464442824946143,0,8.761383738924414,1,1,20,1,79.7,Low
SEG101094,23.032227875575284,72.59466350627193,21,0.4308262781213035,2,6.816302485708398,0,2,40,1,31.2,High
SEG101095,23.022549031352376,72.56611494416987,13,8.160617963699577,1,3.887597353568326,1,0,40,0,85.0,Low
SEG101096,23.012037113483704,72.57480972948856,22,0.5187316664874186,4,9.692364210291764,1,1,50,1,36.5,High
SEG101097,23.044883080921405,72.57182504521998,17,6.723001228405259,2,8.625823565461832,1,3,50,1,58.1,Medium
SEG101098,23.04733134556119,72.58381506956518,17,1.567208914849152,2,6.854184093700361,0,0,30,1,54.0,Medium
SEG101099,23.009223473582278,72.58601863146372,15,4.325695165708638,5,3.974656488918935,1,1,30,0,44.6,High
SEG101100,23.000412886804,72.56661164861058,8,8.590916585467207,2,6.838274411528536,1,0,50,0,78.4,Low
SEG101101,23.018487148269116,72.54914614487282,14,0.9441954911414663,3,4.079951130520247,0,0,80,0,32.7,High
SEG101102,23.04386309596244,72.53148201609237,8,6.6715067855262085,2,1.5518700466484248,1,2,20,0,49.0,Medium
SEG101103,23.046154562642887,72.56993621131917,15,6.126187424860853,1,6.188347045911311,1,3,50,1,72.1,Low
SEG101104,23.007608098856384,72.58365547416227,6,8.675297463562927,2,6.981022852307595,1,0,40,0,87.7,Low
SEG101105,23.04258847456507,72.55928508735826,19,1.7273487132406673,3,3.4930372587197125,0,0,30,1,49.0,Medium
SEG101106,23.006363729202018,72.54070589913191,13,7.997875046358049,2,9.293078173401694,1,2,20,1,73.8,Low
SEG101107,23.021453442458608,72.54872533474082,17,4.5012119674132824,2,8.542595613618365,0,0,50,0,71.2,Low
SEG101108,23.054923523325655,72.56314928041827,5,4.286439124932455,1,5.828525423770101,0,2,30,1,52.9,Medium
SEG101109,23.0105924952777,72.58438427923355,19,3.6178435083987495,2,0.6023576065947911,1,3,60,1,36.2,High
SEG101110,23.00846799704177,72.54116395449445,19,3.855741461959179,2,0.172158373242568,0,3,30,1,41.4,High
SEG101111,23.023254018290075,72.56978974192111,3,5.199596264252251,2,6.398862823291416,0,0,40,1,53.2,Medium
SEG101112,23.034081768928342,72.57896895990679,8,1.067998229234658,3,8.13805880130889,1,0,30,1,57.8,Medium
SEG101113,23.05130954303273,72.59084308882176,16,4.250658698729579,2,5.003528334511222,1,0,50,1,66.5,Medium
SEG101114,23.053945163004318,72.53758573995913,20,6.519812150595229,2,0.23487928169422467,1,1,20,0,49.8,Medium
SEG101115,23.003830235012526,72.59021545622069,17,4.981923534383146,6,1.4482888171412933,1,2,30,0,24.6,High
SEG101116,23.007589863454136,72.56909538978634,11,1.658294688496228,4,2.112449258672615,0,0,40,1,41.3,High
SEG101117,23.04349058856428,72.5798356031831,7,3.63051701791632,1,6.277557337178708,0,0,40,1,68.4,Medium
SEG101118,23.0148847683749,72.53349535612196,21,4.429616744259298,6,4.8605952593335235,1,0,40,1,31.1,High
SEG101119,23.04866669827285,72.56289963011663,20,6.688748146329681,1,1.0220679259885768,1,1,20,0,62.3,Medium
SEG101120,23.0364899291476,72.57047092881525,21,9.007663225374978,3,5.016744045509585,0,0,20,1,56.9,Medium
SEG101121,23.006151464130937,72.54994419959174,7,5.503755125878184,1,8.694928233577937,1,0,30,1,83.7,Low
SEG101122,23.04578911067082,72.55805726352658,10,6.763681281173641,3,4.391150065497018,0,3,20,1,48.0,Medium
SEG101123,23.009699600900444,72.56602937879317,5,0.7718962543940444,1,1.4976239924459755,1,0,30,0,44.1,High
SEG101124,23.02329224670738,72.56591561608525,22,9.544670293475932,0,5.780078944568322,0,1,20,0,69.1,Medium
SEG101125,23.030370171070764,72.53272099915145,20,3.152086903555229,1,9.293859448982847,0,0,40,1,71.2,Low
SEG101126,23.027542138199415,72.55856631482763,4,3.5429174968792143,1,1.1591044425588615,0,2,20,1,34.7,High
SEG101127,23.037738960358833,72.54389818006149,5,2.2284278064151266,1,1.564077482091144,1,1,40,0,27.5,High
SEG101128,23.035897770417808,72.58958518007555,13,0.8467007176554919,2,5.668427112344434,1,0,50,0,51.5,Medium
SEG101129,23.054562310304043,72.59347769935802,9,7.900467901418512,3,3.3999671804658895,0,0,50,0,60.1,Medium
SEG101130,23.05496820500733,72.54947704826289,11,2.404900817061728,2,8.955606112616595,1,0,40,0,67.1,Medium
SEG101131,23.02840526714496,72.54138705082131,8,2.8268773534531313,5,7.127638968908626,1,2,20,1,51.1,Medium
SEG101132,23.005235949782847,72.54426776981164,16,1.8179627660627262,3,1.4708780618086337,1,2,40,0,35.9,High
SEG101133,23.040031381443278,72.56105389659794,21,9.7488528029888,1,8.707183867127181,0,0,30,1,91.9,Low
SEG101134,23.05371652430191,72.58684286394235,22,7.810347972792044,2,6.42292041769435,0,0,40,0,52.9,Medium
SEG101135,23.017507951319597,72.56250235397094,10,9.298996499807005,0,4.9363433845728775,0,1,60,1,77.4,Low
SEG101136,23.025366488721065,72.5336004840115,19,8.617233670535104,4,2.565464424346906,0,0,40,1,62.2,Medium
SEG101137,23.02336273086485,72.53259256417635,16,9.062967995452617,5,6.497106079132287,0,1,60,1,54.9,Medium
SEG101138,23.002828053500632,72.54478041146548,4,4.79034051849193,0,8.984858340112217,1,1,30,0,63.5,Medium
SEG101139,23.03697454371729,72.58478013304462,19,1.7054143735710048,3,0.3847625729613391,1,2,30,0,34.0,High
SEG101140,23.019433573228767,72.57039623623979,8,3.2688033435754438,6,3.7515000421206524,0,0,30,0,37.1,High
SEG101141,23.043310513104732,72.56659226049611,15,2.9245151698170355,3,9.356595121872973,1,2,20,1,56.6,Medium
SEG101142,23.04576660414051,72.55073302351788,17,7.171338376013564,2,3.8290944584367104,1,1,20,0,58.5,Medium
SEG101143,23.045167693262883,72.590412651328,22,0.2567268630734243,2,0.35870301694266415,1,0,60,0,22.1,High
SEG101144,23.022916629892194,72.55152658592255,22,1.4204221491797708,4,1.0144412392664826,1,1,40,0,15.6,High
SEG101145,23.01768501252325,72.58427138682244,19,6.828851202548609,1,6.907600345794234,1,1,60,0,72.7,Low
SEG101146,23.041185142881687,72.58823372866843,12,1.2344235380044144,4,7.001205101459526,1,1,60,0,35.0,High
SEG101147,23.044076418861348,72.56141677585904,9,0.48291850770400213,3,1.150450385906835,0,2,50,0,18.6,High
SEG101148,23.027019159551525,72.58812880251625,10,1.0921516461119085,2,2.1921601053551587,1,0,60,0,34.6,High
SEG101149,23.049116706074496,72.54799221368042,22,6.906741530430963,4,5.638729386748196,1,2,30,0,34.4,High
SEG101150,23.007914978284322,72.57279817270191,4,1.3932525940470009,2,6.865329847841087,1,1,60,0,32.9,High
SEG101151,23.04834878288124,72.53571764365408,12,1.4630436113648138,2,1.5679024564762056,0,0,50,0,37.6,High
SEG101152,23.005285237813453,72.560805723916,16,2.303001967590993,3,4.5638234184101485,1,0,40,1,52.4,Medium
SEG101153,23.008443903713005,72.5441265671403,0,7.509107041965226,0,5.620351984781254,1,0,40,0,71.6,Low
SEG101154,23.02936120073007,72.53407961306549,15,2.00352912260776,4,0.49703534017622397,1,1,60,0,19.1,High
SEG101155,23.003713516410308,72.53024215802505,6,0.353753967242072,2,2.2375649099720105,1,0,60,1,44.9,High
SEG101156,23.002904390577005,72.55110888756866,6,9.058633555759405,3,9.188957375530391,1,2,30,0,71.9,Low
SEG101157,23.000028530929114,72.56831948864489,14,8.763184242909228,3,8.799815531315147,0,0,20,1,75.9,Low
SEG101158,23.023997416283184,72.55958997259732,0,1.848190008964724,2,3.2248311640560368,0,0,30,0,36.8,High
SEG101159,23.042604313471074,72.54961500440376,3,2.6534258977345493,1,8.679770804948465,0,1,50,0,34.2,High
SEG101160,23.001916109265395,72.59442800200046,10,1.8855757144364094,4,6.325519989141065,0,0,20,0,44.1,High
SEG101161,23.035874168355623,72.59106912759867,14,7.195345389617299,1,9.8162217348456,1,3,50,0,72.1,Low
